r,l,t,episode
93.2,68,900.395049,1953
93.1,69,900.496706,1954
92.593134,75,900.584198,1955
93.19892,70,900.665675,1956
90.455698,98,900.777516,1957
93,70,900.852297,1958
93.079523,70,900.963661,1959
93.186216,69,901.06179,1960
93.195703,69,901.128193,1961
92.947312,75,901.188863,1962
93.23886,69,901.259533,1963
93.079117,70,901.341254,1964
93.1,69,901.421126,1965
93.084917,70,901.504397,1966
93.1,69,903.255867,1967
90.494811,98,903.35793,1968
92.930475,72,903.44373,1969
92.913448,71,903.519543,1970
89.5,105,903.610251,1971
93.29083,68,903.66603,1972
93.040748,71,903.731946,1973
91.992139,82,903.794251,1974
92.860612,72,903.857826,1975
92.884704,72,903.913264,1976
93.2,68,903.978936,1977
93.246724,69,904.043157,1978
93.073092,70,904.099418,1979
92.8,72,904.165195,1980
92.8,72,904.220236,1981
93.167742,69,904.301933,1982
93.1,69,904.377503,1983
92.693034,76,904.463987,1984
93.097155,70,904.543109,1985
92.9,71,904.609562,1986
93.16747,69,904.661616,1987
93.186136,69,904.728128,1988
93.244213,68,904.79684,1989
93.067809,71,904.850992,1990
93.070634,70,904.919065,1991
93.175049,69,904.972932,1992
93.055016,71,905.040226,1993
93.131086,69,905.108093,1994
93.297659,68,906.870864,1995
93.1,69,906.936086,1996
92.899933,72,906.993479,1997
93.0848,70,907.061712,1998
93.162259,69,907.129955,1999
93,70,907.183492,2000
92.9,71,907.258104,2001
93.033929,71,907.325393,2002
93.1,69,907.409433,2003
93.2,68,907.490711,2004
93.052238,70,907.565465,2005
92.777276,74,907.627875,2006
92.829857,73,907.695278,2007
93.1,69,907.762986,2008
93.049414,70,907.816736,2009
85.315495,148,907.944715,2010
93.2,68,908.013782,2011
93.020667,70,908.076912,2012
93,70,908.135418,2013
92.749559,74,908.201848,2014
92.756488,73,908.266343,2015
93.1,69,908.347995,2016
93.142369,69,908.42749,2017
93.1,69,908.502272,2018
92.875872,72,908.559598,2019
92.952972,71,908.634417,2020
92.961375,71,908.687888,2021
93.1,69,908.751997,2022
93.298781,68,910.583062,2023
93.1,69,910.646949,2024
93.116131,69,910.709886,2025
93.249899,70,910.781208,2026
92.9,71,910.835312,2027
93.102188,69,910.898891,2028
93,70,910.967487,2029
92.998794,72,911.024652,2030
93.1,69,911.098197,2031
93,70,911.192351,2032
93,70,911.282322,2033
93.196168,69,911.365158,2034
92.5189,79,911.475011,2035
92.9,71,911.566963,2036
93,70,911.648094,2037
93.166941,69,911.739197,2038
86.16463,141,911.894425,2039
93.099019,70,911.970519,2040
93.108472,69,912.047643,2041
93.119121,70,912.127083,2042
93.180105,69,912.203585,2043
92.9,71,912.298574,2044
92.900478,71,912.382141,2045
93.043357,70,912.453534,2046
93.083663,70,912.557464,2047
92.9,71,912.633452,2048
93.159101,71,912.709651,2049
93.08089,70,912.794525,2050
93.098473,70,915.413869,2051
93.066601,71,915.5268,2052
92.23164,78,915.645311,2053
93.064981,70,915.735109,2054
93.170851,70,915.816667,2055
93.144858,69,915.889015,2056
93.100761,70,915.976042,2057
93.103009,69,916.065269,2058
90.239824,98,916.180869,2059
85.378978,148,916.374067,2060
93.145326,69,916.456655,2061
93.058981,71,916.555333,2062
93.091965,70,916.643003,2063
93.2,68,916.740481,2064
93.033863,70,916.813852,2065
92.780068,73,916.869279,2066
91.844483,84,916.946971,2067
92.781069,76,917.005627,2068
92.9,71,917.081401,2069
92.9,71,917.151171,2070
92.790021,73,917.208863,2071
93,70,917.286261,2072
93.082158,71,917.365171,2073
92.9,71,917.430848,2074
93.145087,70,917.506629,2075
93,70,917.573159,2076
92.999948,71,917.625054,2077
85.528664,148,919.462126,2078
93.226046,69,919.52755,2079
92.662339,74,919.603464,2080
93.03609,70,919.66539,2081
92.9,71,919.719498,2082
92.557364,77,919.787796,2083
93.094783,70,919.843585,2084
90.3,97,919.932022,2085
92.9,71,919.99658,2086
93.208484,69,920.048845,2087
92.999646,71,920.116057,2088
93.294112,68,920.185706,2089
93.1,69,920.246862,2090
93,70,920.335394,2091
93.090184,71,920.411797,2092
93.000002,70,920.477448,2093
92.7,73,920.545384,2094
93.099823,70,920.600033,2095
92.954683,71,920.665792,2096
92.999031,71,920.730907,2097
92.991728,71,920.78834,2098
92.612873,74,920.855283,2099
92.999856,71,920.915771,2100
91.788996,84,920.991242,2101
93.170529,71,921.056869,2102
92.962219,71,921.123697,2103
93.1,69,921.220473,2104
92.169329,80,921.309159,2105
93.289566,68,923.049019,2106
93.195269,69,923.115154,2107
93.1,69,923.170103,2108
92.8,72,923.240713,2109
93.1,69,923.327809,2110
93.079851,70,923.403196,2111
93.13985,70,923.483943,2112
93,70,923.564582,2113
93.291903,72,923.626717,2114
93.096907,70,923.684899,2115
93.010568,71,923.750767,2116
93.1,69,923.804612,2117
93.048507,70,923.869471,2118
93.2,68,923.921088,2119
92.925507,71,923.989683,2120
93,70,924.056335,2121
92.8,72,924.114366,2122
90.321993,98,924.199507,2123
92.735121,73,924.277702,2124
93.2,68,924.350136,2125
86.579593,137,924.497171,2126
93.08326,70,924.553845,2127
92.7,73,924.621254,2128
92.766227,73,924.68592,2129
93.222514,69,924.739834,2130
92.993449,71,924.805616,2131
92.7,73,924.859786,2132
93.074629,72,926.695338,2133
93.1,69,926.762928,2134
93.07918,71,926.855481,2135
93.1,69,926.934609,2136
92.8,72,927.016247,2137
92.951762,71,927.109041,2138
93.106519,69,927.192056,2139
93.00344,71,927.282608,2140
92.9,71,927.380319,2141
93.2,68,927.503628,2142
93.133006,70,927.581998,2143
92.8,72,927.672538,2144
93.196609,69,927.74979,2145
92.92071,71,927.821828,2146
93.195223,69,927.898384,2147
93.127046,70,927.974488,2148
93.13707,69,928.038229,2149
92.98211,71,928.11825,2150
92.9,71,928.198537,2151
93.254983,69,928.284446,2152
93,70,928.366422,2153
93.09765,70,928.47309,2154
92.902783,71,928.574144,2155
93.1,69,928.655902,2156
93,70,928.737991,2157
93,70,928.818838,2158
93.094845,70,928.888244,2159
93.110873,69,928.957365,2160
92.162512,79,929.04454,2161
93,70,929.108162,2162
93.1,69,931.773784,2163
93.199292,69,931.860795,2164
93.1,69,931.960143,2165
93,70,932.050288,2166
93,70,932.128202,2167
93.1,69,932.220412,2168
93,70,932.306769,2169
93,70,932.378661,2170
86.129802,142,932.528844,2171
92.799997,73,932.589337,2172
93.042066,70,932.653142,2173
93.281703,69,932.716929,2174
90.46977,96,932.809161,2175
93,70,932.8632,2176
93.018152,70,932.929545,2177
90.081261,100,933.020041,2178
92.9,71,933.074739,2179
92.961134,71,933.139164,2180
93.380115,68,933.190629,2181
92.828611,74,933.267546,2182
92.788232,73,933.363457,2183
93.199376,69,933.440034,2184
92.938398,74,933.508362,2185
93.27652,69,933.572936,2186
93.358511,68,933.623346,2187
92.9,71,933.687454,2188
92.888683,72,933.753744,2189
93.2,68,935.535141,2190
93.1,69,935.598731,2191
93.1,69,935.666501,2192
87.700068,125,935.773143,2193
93.1,69,935.827766,2194
93.021329,70,935.905562,2195
93.38888,69,935.958098,2196
91.918478,84,936.035393,2197
92.929852,71,936.10164,2198
92.979417,71,936.156966,2199
93.2,68,936.218472,2200
93,70,936.294852,2201
93.153352,70,936.375424,2202
92.866307,73,936.462799,2203
92.905301,71,936.549313,2204
93.083853,71,936.614197,2205
93.1,69,936.670041,2206
93,70,936.743736,2207
93.474808,69,936.797703,2208
92.861149,72,936.864309,2209
93.167676,70,936.940765,2210
92.9,71,936.994302,2211
93.169107,70,937.061254,2212
92.72376,76,937.121417,2213
92.792646,73,937.188497,2214
93.043214,70,937.262204,2215
93.185605,69,937.331939,2216
93.238201,69,937.405853,2217
90.18165,99,939.228078,2218
93.044066,70,939.297385,2219
92.996975,71,939.380242,2220
92.637491,74,939.458807,2221
93.1,69,939.514872,2222
92.9,71,939.581414,2223
92.167856,79,939.650432,2224
93.2,68,939.701346,2225
92.98111,71,939.765179,2226
92.559565,75,939.821931,2227
93,70,939.886917,2228
93.263045,69,939.953926,2229
92.9,71,940.019403,2230
92.941904,72,940.086555,2231
93.099892,70,940.140177,2232
92.996421,71,940.20434,2233
93.2,68,940.284509,2234
92.8,72,940.354206,2235
93,70,940.434521,2236
93.29185,69,940.509866,2237
93.1,69,940.564548,2238
93.18439,70,940.628618,2239
92.982327,71,940.691188,2240
92.991738,71,940.747803,2241
92.863047,72,940.813436,2242
92.848368,72,940.868062,2243
92.998932,71,940.934287,2244
93,70,940.987459,2245
92.9,71,941.063553,2246
93.10394,70,943.084321,2247
93.144477,71,943.165444,2248
93.1,69,943.256362,2249
92.596089,75,943.375138,2250
93,70,943.473496,2251
93,70,943.599738,2252
93.094145,70,943.729945,2253
93.169166,69,943.812979,2254
93.1,69,943.910723,2255
92.8,72,944.019263,2256
92.9,71,944.132376,2257
93.19031,70,944.268021,2258
93.1,69,944.382446,2259
93.053727,70,944.5269,2260
93.009284,70,944.613401,2261
93,70,944.716053,2262
92.969383,71,944.838366,2263
93.258578,68,944.9403,2264
92.948968,71,945.036538,2265
93,70,945.129876,2266
93.094527,71,945.229436,2267
93.196721,69,945.367593,2268
92.992812,71,945.493958,2269
92.895471,72,945.623235,2270
93.093552,70,945.734064,2271
93.1,69,945.836613,2272
93.118535,70,945.936233,2273
92.889952,72,946.039812,2274
92.693357,74,946.14125,2275
93.1,69,949.066494,2276
92.811105,72,949.171299,2277
92.993601,71,949.270441,2278
93,70,949.378497,2279
93,70,949.492675,2280
92.93104,71,949.599553,2281
93.173443,69,949.704658,2282
93.169414,69,949.816038,2283
93.099997,70,949.917936,2284
93.26748,69,950.01905,2285
92.9,71,950.139342,2286
93.167832,70,950.271331,2287
93.179986,70,950.394765,2288
93.2,68,950.523269,2289
93,70,950.648953,2290
92.976684,71,950.774294,2291
92.9,71,950.874492,2292
93,70,950.965548,2293
93,70,951.034781,2294
92.980365,71,951.1167,2295
93.235046,69,951.198225,2296
92.990382,71,951.283715,2297
92.9,71,951.371634,2298
93.267607,68,951.514615,2299
92.96306,72,951.630506,2300
93.057054,70,951.76863,2301
93.150547,69,951.84656,2302
93.092898,70,951.918556,2303
93,70,951.985509,2304
92.833437,72,953.740614,2305
93.194088,69,953.793258,2306
93.099165,70,953.853677,2307
93.003484,70,953.913932,2308
93.2,68,953.989503,2309
93.097389,70,954.051775,2310
93.1,69,954.109652,2311
93.1,69,954.175378,2312
93.172965,69,954.231885,2313
93.216044,69,954.313093,2314
93.252811,68,954.397908,2315
93.199722,70,954.462846,2316
93.193563,70,954.542228,2317
93.157663,69,954.607881,2318
93.185495,69,954.659258,2319
93,70,954.723531,2320
93.283054,68,954.7743,2321
93.1,69,954.839852,2322
93,70,954.894065,2323
93.167107,69,954.96197,2324
92.9,71,955.040491,2325
93.089105,70,955.096624,2326
92.6,74,955.166763,2327
93.199452,69,955.23122,2328
92.9,71,955.304973,2329
93.078481,71,955.386992,2330
93.192693,69,955.463195,2331
92.956832,71,955.524506,2332
92.99399,71,955.590156,2333
93.293209,69,957.386673,2334
93,70,957.466348,2335
93,70,957.526337,2336
93.190787,69,957.587415,2337
93.184888,69,957.639627,2338
93.10915,69,957.703115,2339
93.199999,69,957.765695,2340
93.1,69,957.817885,2341
93.145847,69,957.880485,2342
93.1,69,957.935514,2343
93.289998,68,958.000674,2344
93.1,69,958.054173,2345
93.139909,69,958.119931,2346
93.128126,69,958.193276,2347
93,70,958.254038,2348
92.9,71,958.342922,2349
90.433222,97,958.449448,2350
93.121624,69,958.527759,2351
84.880693,158,958.665765,2352
92.430622,81,958.738137,2353
93,70,958.793136,2354
93.19502,69,958.858233,2355
85.533432,148,958.9881,2356
93.190502,69,959.056802,2357
93.2,68,959.111701,2358
93.1,69,959.182792,2359
93.1,69,959.25275,2360
93.1,69,961.265674,2361
93.1,69,961.384476,2362
92.961371,71,961.489581,2363
93.323484,69,961.580002,2364
93.1,69,961.656018,2365
93,70,961.723318,2366
93,70,961.798023,2367
92.870077,72,961.872431,2368
92.979409,71,961.935478,2369
93.093538,70,962.008961,2370
93.131349,70,962.082787,2371
93.18246,69,962.147665,2372
92.9,71,962.239145,2373
93.396406,68,962.343039,2374
93.095066,70,962.455802,2375
92.6,74,962.584241,2376
93,70,962.701752,2377
93.145543,69,962.794582,2378
92.497606,79,962.879187,2379
93.2,68,962.950077,2380
92.9,71,963.027241,2381
93.283799,69,963.102231,2382
92.942426,71,963.175943,2383
93,70,963.246657,2384
93,70,963.35074,2385
93.29926,68,963.434333,2386
93.143973,69,963.52798,2387
92.95821,71,963.595814,2388
93.170394,70,963.669074,2389
93.091126,70,966.337961,2390
93.1,69,966.433676,2391
93.2,68,966.501587,2392
93.1,69,966.583288,2393
93.1,69,966.65773,2394
93.107786,70,966.712934,2395
93.29976,68,966.777296,2396
92.9,71,966.843899,2397
93.207306,69,966.899527,2398
93.149657,70,966.972152,2399
92.953977,71,967.027638,2400
93.1,69,967.097049,2401
93,70,967.16466,2402
93.012817,71,967.218302,2403
93.212253,68,967.299344,2404
93.064888,70,967.38295,2405
92.9,71,967.452016,2406
93.1,69,967.538283,2407
93.1,69,967.605336,2408
92.899718,72,967.660075,2409
93,70,967.732733,2410
93.105889,69,967.784023,2411
93.092573,70,967.852379,2412
92.9,71,967.919288,2413
93,70,967.974445,2414
93.193709,69,968.040441,2415
93.1,69,968.095478,2416
92.9,71,968.163453,2417
93.2,68,968.217035,2418
93.150887,69,970.042828,2419
93.090489,70,970.099313,2420
93.175363,69,970.163895,2421
92.9,71,970.219937,2422
93.199336,69,970.300625,2423
93.1,69,970.382502,2424
93.299791,69,970.449057,2425
92.734857,73,970.528821,2426
93.098945,70,970.588174,2427
93.062415,71,970.647241,2428
92.999866,71,970.710953,2429
93.147905,69,970.761966,2430
92.8,72,970.835502,2431
93.14538,72,970.894649,2432
92.812673,72,970.96216,2433
93.186105,69,971.02329,2434
93,70,971.075623,2435
93.189265,69,971.141716,2436
93.062378,70,971.194514,2437
92.67266,74,971.278965,2438
93.268976,69,971.35716,2439
93.1,69,971.435601,2440
92.745559,73,971.507705,2441
92.9,71,971.575904,2442
93.098465,70,971.631602,2443
92.9,71,971.697257,2444
93.240411,69,971.761058,2445
93.199712,69,971.829295,2446
93.19402,69,971.895355,2447
93,70,973.744762,2448
92.623231,74,973.817655,2449
93.1,69,973.879744,2450
93.256973,69,973.948843,2451
93.2,68,974.013029,2452
93.08968,70,974.066938,2453
93.299011,68,974.134032,2454
93.076341,70,974.189991,2455
92.9,71,974.262718,2456
93,70,974.341252,2457
93.211529,70,974.421678,2458
93.09746,70,974.486419,2459
93.259573,68,974.553038,2460
93.1,69,974.605023,2461
93.1,69,974.66962,2462
93.191233,69,974.730515,2463
93.383187,68,974.781935,2464
93.175708,69,974.845747,2465
93.028466,70,974.904338,2466
93.2,68,974.982899,2467
93.165491,70,975.045425,2468
93,70,975.101231,2469
93.274784,69,975.164486,2470
90.698734,94,975.236139,2471
93.231041,69,975.322335,2472
93,70,975.400426,2473
93.284991,68,975.474201,2474
93.1,69,975.54347,2475
93,70,975.611966,2476
93.015206,70,975.679099,2477
93,70,977.83194,2478
93.092007,71,977.913775,2479
93.2,68,977.996737,2480
92.673699,75,978.110334,2481
93,70,978.205848,2482
90.389374,99,978.349942,2483
93.1,69,978.449549,2484
93.1,69,978.528795,2485
93.289445,68,978.6111,2486
93.159563,69,978.697678,2487
93.285437,68,978.779366,2488
93.33603,67,978.843006,2489
90.5,95,978.940842,2490
93.027808,70,979.015582,2491
93.175506,69,979.092194,2492
93.202721,68,979.188922,2493
93.111793,69,979.271314,2494
93.1,69,979.356372,2495
93.340165,68,979.459817,2496
93.1,69,979.538892,2497
93.239451,68,979.598118,2498
93,70,979.67282,2499
93,70,979.747181,2500
93.095216,70,979.810881,2501
93.094441,70,979.893127,2502
93.336507,68,979.973824,2503
93.298159,68,980.047281,2504
93.358864,68,980.132515,2505
93,70,982.59224,2506
93.282523,68,982.645832,2507
93.114254,69,982.716718,2508
93,70,982.770165,2509
93.19817,69,982.833748,2510
92.689336,74,982.900933,2511
93.1,69,982.954767,2512
93,70,983.023345,2513
93.17771,69,983.077055,2514
93.2,68,983.142418,2515
93.1,69,983.196793,2516
93.180881,69,983.26773,2517
93.098587,70,983.352829,2518
93.251789,69,983.428524,2519
93.059813,70,983.507763,2520
93,70,983.570746,2521
93,70,983.633941,2522
93,70,983.688356,2523
91.992232,81,983.762287,2524
92.884102,72,983.817249,2525
93,70,983.878724,2526
93.097999,70,983.93312,2527
93.1,69,983.997813,2528
93,70,984.063738,2529
93.252794,68,984.114901,2530
93.2,68,984.175853,2531
92.9,71,984.23266,2532
93.171427,69,984.31255,2533
93.194494,69,984.389061,2534
93.142958,69,984.456082,2535
93.1,69,986.163759,2536
93.1,69,986.228302,2537
93.27822,69,986.293779,2538
93.195423,69,986.375772,2539
93.061492,70,986.458256,2540
93.394353,68,986.534198,2541
93.319362,67,986.601798,2542
93,70,986.665021,2543
90.490462,96,986.751727,2544
93.299949,68,986.80273,2545
89.633768,107,986.892513,2546
93,70,986.956456,2547
93.2398,69,987.012708,2548
93.120454,69,987.079083,2549
93.105858,69,987.131133,2550
93.266116,68,987.200142,2551
93.034371,70,987.27329,2552
93.1,69,987.340116,2553
93.218514,68,987.414121,2554
93.145321,70,987.484258,2555
92.9,71,987.53703,2556
93.1,69,987.60353,2557
93,70,987.665979,2558
93.1,69,987.728271,2559
93.1,69,987.789353,2560
93.179915,70,987.843746,2561
89.906641,101,987.928991,2562
93.088936,70,987.981802,2563
93.025278,71,989.786282,2564
93.2,68,989.849223,2565
93.2,68,989.912186,2566
93.179585,69,989.967688,2567
93.1,69,990.033743,2568
93.1,69,990.087367,2569
92.324077,81,990.160954,2570
93.1,69,990.212054,2571
93.2,68,990.288528,2572
93,70,990.371263,2573
93.038703,71,990.453844,2574
93.106232,69,990.519024,2575
93.299501,69,990.583716,2576
93.133212,69,990.635918,2577
93.1,69,990.701624,2578
93.199696,69,990.780581,2579
93.380479,68,990.834726,2580
93.360047,68,990.901078,2581
93.1,69,990.955315,2582
85.553844,146,991.093005,2583
90.3,97,991.16638,2584
93.297144,68,991.233987,2585
93.178607,69,991.318852,2586
93.299882,69,991.401134,2587
93.131784,70,991.469704,2588
93.1,69,991.539284,2589
93.075554,70,991.610678,2590
93,70,991.664255,2591
93.049015,70,994.085532,2592
93.034636,70,994.160497,2593
93.1,69,994.235599,2594
93.384804,68,994.308989,2595
93.203961,69,994.395653,2596
93.350326,69,994.481478,2597
84.782256,155,994.645278,2598
93.179947,69,994.732978,2599
93,70,994.819324,2600
93.1,69,994.889095,2601
93.1,69,994.966739,2602
93.246889,68,995.046367,2603
92.8,72,995.128081,2604
93,70,995.189707,2605
93.1,69,995.272226,2606
93.206811,68,995.368292,2607
92.543926,76,995.463489,2608
93.1,69,995.537315,2609
93,70,995.629599,2610
93.197216,69,995.720377,2611
93.1,69,995.79573,2612
93.133555,69,995.888634,2613
93,70,995.967305,2614
93.2,68,996.056874,2615
93.180559,69,996.151974,2616
93.278454,69,996.241659,2617
93.2,68,996.35811,2618
93.2,68,996.448762,2619
93.179395,69,998.524424,2620
93.223021,68,998.576717,2621
93.104887,69,998.641741,2622
92.9,71,998.698607,2623
93.1,69,998.761906,2624
93.005411,72,998.817687,2625
93.157568,70,998.885542,2626
92.490819,76,998.956641,2627
93,70,999.009329,2628
93.2,68,999.079017,2629
93.270068,68,999.140465,2630
93.143226,69,999.208389,2631
93.2,68,999.28886,2632
93.240734,68,999.363113,2633
93.473186,68,999.433247,2634
92.9,71,999.518694,2635
92.952754,71,999.583009,2636
93.196397,69,999.639346,2637
93.197746,69,999.702326,2638
93.166757,69,999.75334,2639
92.9,71,999.818061,2640
93.246473,69,999.871195,2641
93.294251,68,999.934519,2642
90.73664,94,1000.024037,2643
92.903597,71,1000.081014,2644
93.115616,70,1000.147293,2645
93.19828,69,1000.220791,2646
93.000733,70,1000.287817,2647
93.229588,68,1000.369074,2648
93.258727,68,1002.148059,2649
93.1,69,1002.200763,2650
93.1,69,1002.280426,2651
93.141752,69,1002.359276,2652
93.167374,69,1002.426312,2653
93.1,69,1002.504616,2654
90.525924,98,1002.587425,2655
93.1,69,1002.649609,2656
88.73237,114,1002.739273,2657
93.1,69,1002.811459,2658
93.2,68,1002.881715,2659
93.264215,70,1002.936601,2660
93.298117,68,1002.998101,2661
93.298021,68,1003.051541,2662
92.118625,80,1003.129012,2663
93.271945,68,1003.179487,2664
93.135847,70,1003.247472,2665
93.156793,71,1003.337852,2666
93.164203,69,1003.41642,2667
93.279635,69,1003.483927,2668
93.075416,70,1003.561452,2669
93.176062,69,1003.633041,2670
93.212688,69,1003.684099,2671
93.154481,69,1003.74625,2672
93.1,69,1003.798347,2673
93.2,68,1003.861656,2674
93.118928,69,1003.913117,2675
93.144587,69,1003.982151,2676
93.198723,69,1004.045279,2677
93.1,69,1005.823891,2678
90.424113,97,1005.913546,2679
93.2,68,1005.97778,2680
85.79529,143,1006.099495,2681
93.232125,68,1006.151699,2682
93.15767,69,1006.216085,2683
85.266671,150,1006.395372,2684
93.1,69,1006.463711,2685
93.273817,68,1006.530881,2686
93.1,69,1006.58272,2687
93.1,69,1006.647447,2688
93.293788,68,1006.711103,2689
89.469322,106,1006.791196,2690
93.2,68,1006.853407,2691
93.19896,69,1006.913628,2692
93.199979,69,1006.971483,2693
93.196385,69,1007.040366,2694
93.14983,69,1007.093866,2695
93.015106,71,1007.160838,2696
93.2,68,1007.213087,2697
93.1,69,1007.294868,2698
92.999124,71,1007.395713,2699
88.835683,114,1007.568125,2700
93.085776,70,1007.646107,2701
93.297007,68,1007.731035,2702
93.181646,70,1007.820436,2703
90.690291,95,1010.420784,2704
93.1,69,1010.515074,2705
93.160388,70,1010.605755,2706
93.249259,68,1010.665023,2707
93.1,69,1010.759917,2708
93.281878,68,1010.846703,2709
93.042192,70,1010.942281,2710
93.1,69,1011.009495,2711
93.104357,71,1011.083644,2712
93,70,1011.190895,2713
93.200621,68,1011.297989,2714
93.2,68,1011.380645,2715
93.214563,69,1011.493425,2716
93.1,69,1011.573246,2717
93.2,68,1011.68532,2718
93.2,68,1011.768685,2719
93,70,1011.863879,2720
93.2,68,1011.941816,2721
93.160512,69,1012.015285,2722
93.1,69,1012.098876,2723
93.219734,68,1012.17996,2724
85.986838,143,1012.343726,2725
93.299607,69,1012.435138,2726
93.22748,68,1012.520967,2727
93.136021,69,1012.609945,2728
93.324755,68,1012.692464,2729
93.149429,69,1012.764679,2730
93.15786,69,1012.829502,2731
93.039631,70,1014.684117,2732
93.29463,68,1014.746244,2733
93.2,68,1014.797839,2734
93.2,68,1014.860738,2735
93.397666,68,1014.932326,2736
92.942874,71,1014.994541,2737
93.2,68,1015.057017,2738
93,70,1015.110891,2739
93.091206,70,1015.179497,2740
93.296723,69,1015.251006,2741
93.2,68,1015.319769,2742
92.954461,71,1015.404916,2743
93.282022,68,1015.47555,2744
93.2,68,1015.526756,2745
93.1,69,1015.591995,2746
93.2,68,1015.644482,2747
93.1,69,1015.706616,2748
93.19816,69,1015.767919,2749
93.173696,69,1015.821774,2750
93.2,68,1015.888343,2751
93.150595,69,1015.940359,2752
92.976465,72,1016.016512,2753
93.199828,69,1016.069168,2754
93.172547,70,1016.136961,2755
93.1,69,1016.203863,2756
92.9,71,1016.266487,2757
93.158337,69,1016.342227,2758
92.9,71,1016.425595,2759
93.362758,68,1016.491254,2760
93.1,69,1018.255004,2761
90.691803,95,1018.358891,2762
93.1,69,1018.438767,2763
93.2,68,1018.505643,2764
93.1,69,1018.578666,2765
93.112866,70,1018.643895,2766
93.18999,69,1018.696458,2767
93.153261,69,1018.761708,2768
93.045268,71,1018.817864,2769
93.198648,69,1018.883198,2770
93.092194,70,1018.949059,2771
93.1,69,1019.00135,2772
93.2,68,1019.080407,2773
93.166578,69,1019.138439,2774
93.1,69,1019.203165,2775
93.298002,68,1019.272936,2776
93.101998,69,1019.336596,2777
93.1,69,1019.412663,2778
93.2,68,1019.488141,2779
93.1,69,1019.540763,2780
93.233917,68,1019.606248,2781
92.778208,75,1019.662522,2782
93.1,69,1019.726891,2783
93.1,69,1019.778389,2784
93.097221,70,1019.846902,2785
93.2,68,1019.917743,2786
93.365167,70,1019.972551,2787
93.1,69,1020.039291,2788
93.1,69,1020.099178,2789
93.1,69,1020.170568,2790
93.224222,68,1021.947664,2791
93.092483,70,1022.003884,2792
93.176783,69,1022.06729,2793
93.1,69,1022.132555,2794
93.370274,70,1022.198763,2795
93.366218,68,1022.271878,2796
92.976218,71,1022.351012,2797
93.2953,69,1022.419363,2798
93.236757,69,1022.496414,2799
93.523019,66,1022.563954,2800
93.1,69,1022.616244,2801
93.238824,69,1022.679293,2802
93.274942,68,1022.730434,2803
93.2,68,1022.809875,2804
93.2,68,1022.890681,2805
93.196069,70,1022.963676,2806
92.982792,71,1023.049882,2807
93.24323,68,1023.133909,2808
93.100828,71,1023.222969,2809
93.1,69,1023.31807,2810
93.181876,70,1023.398524,2811
90.650096,94,1023.557627,2812
93.1,69,1023.625986,2813
90.348009,98,1023.732548,2814
93.1,69,1023.804157,2815
93.127926,69,1023.876427,2816
93.142437,69,1023.936487,2817
93.232726,68,1024.009122,2818
93.263113,68,1024.071193,2819
93.190829,69,1026.640593,2820
93.273316,68,1026.718127,2821
93.468242,68,1026.786225,2822
93.166467,69,1026.877115,2823
93.237962,69,1026.962117,2824
93.066899,70,1027.037805,2825
93.3,67,1027.11917,2826
93.3,67,1027.209011,2827
85.661647,144,1027.418976,2828
93.2,68,1027.494935,2829
93.139045,69,1027.593673,2830
92.920937,72,1027.678114,2831
93.400829,68,1027.759294,2832
93.126146,69,1027.826095,2833
93.084761,70,1027.914595,2834
93.1,69,1027.996784,2835
93.139901,70,1028.084495,2836
93.38732,68,1028.162716,2837
90.600327,97,1028.256669,2838
93.3,67,1028.328805,2839
93.085853,71,1028.394787,2840
93.1,69,1028.468647,2841
93.188911,69,1028.54328,2842
93.2,68,1028.607149,2843
93.299409,68,1028.66928,2844
92.897666,72,1028.737142,2845
93.198021,69,1028.788111,2846
93.2,68,1028.853351,2847
93.288553,68,1030.669069,2848
93.255185,68,1030.721536,2849
93.393246,68,1030.784458,2850
93.393609,68,1030.84747,2851
93.241158,68,1030.899058,2852
93.2,68,1030.962679,2853
93.2,68,1031.01342,2854
92.8,72,1031.08051,2855
93.2,68,1031.132692,2856
93.1,69,1031.199091,2857
93.2,68,1031.269356,2858
93.2,68,1031.336689,2859
93.29131,68,1031.415811,2860
93.298655,69,1031.490012,2861
93.199951,69,1031.541012,2862
93.227711,68,1031.603076,2863
93.288728,68,1031.656574,2864
90.266544,99,1031.756029,2865
93.1,69,1031.826617,2866
93.156088,69,1031.882212,2867
93.350163,69,1031.948018,2868
93.1,69,1032.010334,2869
90.3,97,1032.083169,2870
90.3,97,1032.166677,2871
93.431118,68,1032.22912,2872
93.1,69,1032.294833,2873
93.222128,69,1032.379726,2874
93.2,68,1032.460059,2875
93,70,1034.168414,2876
93.298897,68,1034.236274,2877
93.275945,68,1034.303782,2878
93.1,69,1034.383536,2879
93.365274,68,1034.458487,2880
93.143959,69,1034.530468,2881
93.2,68,1034.58304,2882
93.055575,71,1034.649426,2883
93.278794,68,1034.700083,2884
93.1,69,1034.76217,2885
93.1,69,1034.822771,2886
93.110726,69,1034.887705,2887
93.173361,69,1034.952938,2888
93.055062,71,1035.009787,2889
93.1,69,1035.07448,2890
93.2,68,1035.127277,2891
93.2,68,1035.193501,2892
93.131027,69,1035.257972,2893
93.317222,70,1035.336058,2894
93.27001,68,1035.414494,2895
92.9,71,1035.496116,2896
93.060313,70,1035.550813,2897
93.2,68,1035.612866,2898
93.1,69,1035.665356,2899
93.3,67,1035.730521,2900
93.2,68,1035.781862,2901
