r,l,t,episode
-0.000141,999,2013.654665,900
-0.00016,999,2015.611999,901
-0.000136,999,2016.905527,902
-0.000157,999,2019.608969,903
-0.000121,999,2022.776607,904
-0.000142,999,2026.127803,905
-0.000118,999,2029.069667,906
-0.000129,999,2031.094631,907
-0.000123,999,2033.012303,908
-0.000134,999,2035.024298,909
-0.000125,999,2037.369303,910
-0.000118,999,2039.88706,911
-0.00012,999,2042.687722,912
-0.000157,999,2044.59033,913
-0.00017,999,2046.427269,914
-0.000134,999,2048.312116,915
-0.000158,999,2050.217441,916
-0.000144,999,2052.117962,917
-0.000175,999,2054.400281,918
-0.000157,999,2056.737849,919
-0.000136,999,2059.427265,920
-0.000184,999,2061.456559,921
-0.000165,999,2063.368442,922
-0.000143,999,2065.213998,923
-0.00013,999,2067.163844,924
-0.000129,999,2069.055275,925
-0.000111,999,2071.401656,926
-0.000103,999,2074.055288,927
-0.000117,999,2076.687453,928
-0.000139,999,2078.565616,929
-0.000134,999,2080.500048,930
-0.000117,999,2082.497761,931
-0.000107,999,2084.389589,932
-0.000106,999,2086.232545,933
-0.000107,999,2088.729062,934
-0.000116,999,2091.482463,935
-0.000116,999,2094.097698,936
-0.000127,999,2096.061772,937
-0.000119,999,2097.903235,938
-0.0001,999,2099.881804,939
-0.000106,999,2101.851825,940
-0.000109,999,2103.927524,941
-0.000109,999,2106.481508,942
-0.000111,999,2107.830367,943
-0.000105,999,2110.511793,944
-9.70E-05,999,2112.511867,945
-0.000101,999,2114.41098,946
-0.0001,999,2116.349757,947
-0.000102,999,2118.235681,948
-0.000139,999,2120.143609,949
-0.000108,999,2122.457908,950
-0.000108,999,2125.133644,951
-0.000117,999,2127.775052,952
-0.000102,999,2129.637943,953
-9.80E-05,999,2131.541424,954
-0.000102,999,2133.413465,955
-0.000113,999,2135.263546,956
-9.20E-05,999,2137.138736,957
-0.000109,999,2139.710958,958
-0.000107,999,2142.473591,959
-9.60E-05,999,2144.640356,960
-9.50E-05,999,2146.599779,961
-9.50E-05,999,2148.42705,962
-0.000111,999,2150.314951,963
-0.000129,999,2152.303802,964
-0.000128,999,2154.494879,965
-0.00013,999,2157.194494,966
-0.000121,999,2160.018023,967
-0.000107,999,2162.12669,968
-0.000115,999,2164.097171,969
-0.000142,999,2166.06339,970
-0.000152,999,2167.964423,971
-0.000213,999,2169.860608,972
-0.000225,999,2172.227108,973
-0.000179,999,2174.637069,974
-0.000186,999,2177.173204,975
-0.000232,999,2179.148103,976
-0.000201,999,2181.045562,977
-0.000179,999,2182.924422,978
-0.000195,999,2184.734242,979
-0.000159,999,2186.68479,980
-0.000151,999,2189.013093,981
-0.000139,999,2191.647894,982
-0.000163,999,2194.351291,983
-0.000194,999,2195.388558,984
-0.000155,999,2197.349061,985
-0.000139,999,2199.282199,986
-0.000213,999,2201.204474,987
-0.00018,999,2203.108628,988
-0.000171,999,2205.127532,989
-0.000148,999,2207.506781,990
-0.000151,999,2210.297842,991
-0.000162,999,2212.37734,992
-0.000169,999,2214.25075,993
-0.000151,999,2216.130372,994
-0.000193,999,2218.092296,995
-0.000175,999,2219.995492,996
-0.000214,999,2222.399421,997
-0.000278,999,2224.89299,998
-0.000262,999,2227.60078,999
-0.000256,999,2229.561715,1000
-0.000319,999,2231.420322,1001
